,P01_tissue_tumor_center,P01_tissue_tumor_deep,P01_tissue_tumor_superficial,P08_tissue_tumor,P10_tissue_tumor,P18_tissue_tumor,P19_tissue_tumor,P20_tissue_tumor,P21_tissue_tumor,P01_CTM1,P01_CTM3,P01_CTM4,P01_CTM8,P08_CTM7,P08_CTM10,P08_CTM11,P10_CTM10,P16_CTM2,P18_CTM2,P18_CTM4,P18_CTM5,P18_CTM6,P19_CTM2,P20_CTM14,P20_CTM15,P20_CTM16,P21_CTM11
DNAH8,0,0,0,0,0,0,0,0,0,0,0,0,0.037388,7.38169,0.0203053,0,0,0,0,0,0,0,0,0.018687,0,0,0
DNAH9,0.0606708,0,0,0.330025,0,0,0.0741257,1.06117,0.047193,0,0,0,1.44516,0,0,0.92039,0,0,0.455189,4.28824,0,1.53214,4.0892,0,0.67047,4.47387,6.82294
DNAI1,0,0,0,0,0,0,0,0.557989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA1,266.527,287.108,254.043,387.322,78.2377,362.495,251.792,483.663,429.466,0.701306,7.37791,0.227859,0.241059,1.43212,1266.1,2.76367,0,0.734386,2.13164,1.80637,0.162229,0,0.425108,0.224544,1.09678,0,1196.21
DNAJA1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA2,0.303669,96.6967,63.0553,54.0261,3.45697,0.224349,87.9925,33.1545,4.29883,0,2.51097,5.75255,0.091214,0.0377844,29.0251,4.57097,0,0,0.877758,0,0,0,14.0894,41.9781,0,0,86.6551
DNAJA3,78.1553,0,71.144,7.87269,68.7091,0.404586,0.553892,169.037,25.5119,0.156456,0.154132,0,6.87691,7.17043,2.48082,0,1.52574,97.9254,44.532,34.6624,425.117,4.49159,61.8156,0.368655,63.3493,1.86091,174.749
DNAJA4,0,0,0,0.203308,0,0,0,0,0,0,0,0,0.731255,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8324
DNAJB1,47.8252,375.761,622.179,4.68219,354.341,1512.76,281.215,83.8645,35.2157,0.23302,0,0,1.51354,0,0.427612,54.9992,0,0,2.62711,0,0,0,0,0,0,0,173.016
DNAJB11,0.252868,131.199,102.279,99.4972,132.532,0.283205,6.05474,55.9262,40.1094,0,5.03189,0,0.386582,0,71.1986,20.0776,0,0.337787,0.113095,0,0,56.983,0,0.749934,0,0,207.652
DNAJB12,53.1148,0,77.2899,0.0766079,0,275.873,139.101,46.868,42.9961,0,0,0,0.147431,0,6.83177,31.2032,0,0,0,0,0,0,0,0,0,0,22.8345
DNAJB13,0,0,0,0,0,0,0,0,0.203958,0.299021,0,0,1.43439,0,0,0,0,0,1.98765,0,0,0,0,0,0,0,0.252464
DNAJB14,0,0,68.9482,2.81919,0.0317076,0.014797,5.89201,0.197872,35.465,0,13.7374,0,0.895564,0,6.65301,1.99286,3.7601,1.55182,3.61238,1.10396,0.0495998,0.0314608,4.1895,0.031793,0.0243548,0.144856,45.5517
DNAJB2,0,12.7043,31.5763,0,0,0,0,0.0961697,36.3938,0,0.871818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987792
DNAJB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB4,0.356262,0,27.4433,48.2611,18.1294,211.477,0,28.675,0.12684,0,38.1637,62.0959,0.508743,0.0212804,48.3391,7.0755,0,0,0.885933,1.59023,0.735049,1.62688,2.47814,0.0725525,0,0,59.136
DNAJB5,0,0,9.23896,0,0,0.415469,0,0.582299,0.169449,0,0,0,0.120925,0,0,0,0,0.281851,0,0,0,0,0.130626,0,0,0,0
DNAJB6,124.655,225.292,149.273,0.125376,1.15241,43.1146,112.933,250.604,31.0603,0,0.0301352,0.131342,0.685232,0.111934,147.303,0.0478038,0.0420418,1.55765,1.1506,1.10596,3.06993,0.125501,13.6014,0,0.82812,2.397,437.049
DNAJB7,0,0,0,0.0530761,0,0,0,0.0724987,0.0470182,0,0,0,0.398904,0,0,0,0,0,0,0,0,0,7.27725,0,0,0,3.12765
DNAJB8,0,0,0,0,0,0,0,0,0,0,0,0,0.21559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB8-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB9,0.498418,0.679013,0.53439,0.0541924,49.7014,0,0.0500418,46.8923,0,0,0,0,0.220319,0,54.7852,0,0,0,0.184738,0,0,0,0,0,0,0,24.2631
DNAJC1,0,1.49344,0,0,0,0,0.189958,0,0,0.776977,1.61414,0,0.469802,0,176.386,0.200138,0,0,0,0,0,0,0,0,0,0,1.74369
DNAJC10,66.2995,0.212704,0.0759943,31.1355,88.536,0.0751232,7.32389,6.97743,27.7002,0.136785,92.7488,0,1.66873,0,8.2264,0,0,0,0.197809,0.210609,0,0,0,0,151.405,0.104175,35.2974
DNAJC11,0,37.3778,0,26.6284,0,85.1577,4.89692,2.5157,1.80531,0,452.3,0,3.229,0,0.434785,0,0,0,0,0,0,0,0,0,0,0,28.1388
DNAJC12,0,0,0,45.0592,0,1.18071,0,0.517629,25.7221,1.16175,0,0,1.55239,0,0,0,0,23.7222,0.862235,0.885238,1.89242,29.1074,6.63793,0,0,0,1.08316
DNAJC13,1.12736,7.35421,0,47.0311,0,32.4453,0,1.17476,0.150972,0,2.9242,0,2.25047,0,0,0,0,0,5.50389,0,0,0,7.23086,0,0,0,15.5815
DNAJC14,1.02744,0.0402148,60.04,1.04143,0,9.74135,1.31668,2.00178,22.7333,0,0,0,1.35485,0,0.132622,0.400471,0.970559,14.3619,7.68539,3.10339,0,1.45223,30.4897,264.21,6.11341,3.78373,41.2188
DNAJC15,61.0064,94.1708,2.17242,60.0118,436.245,226.778,24.4896,352.469,41.5209,0,0,0,0,0,335.69,54.1655,0,0.845191,0,0,0,0,0,0,0,0,206.381
DNAJC16,0.161331,17.3687,0,45.3659,0,0.538584,0.0198178,0.619388,0.632491,0,0,0,1.72742,0,0.670646,0,5.59659,1.38764,4.36212,3.06501,6.44765,0,9.99384,0,6.95748,0.756096,12.268
DNAJC17,0,0,0,0.219779,0,1.75148,22.4847,0.72914,0,3.04318,0,2456.13,0,3.48407,220.288,1029.2,0,1.30362,0,1.27475,0,0,1.24922,2.3392,0,0,60.5124
DNAJC18,0,0,0,0.0826145,0,3.40585,0.0458445,0.573647,0.439713,0,0,0,1.14532,0,0.203569,12.7788,115.122,0.757944,29.5164,7.63076,5.2006,8.69313,71.8119,0,24.4593,0.0709072,1.6689
DNAJC19,306.513,90.0916,89.5089,62.4352,180.985,0.748174,115.699,41.1212,3.65269,0,0,0.452003,0,0,730.294,0,0,0.502478,0,0.524771,0.92361,41.9183,0,0,0,0,644.749
DNAJC2,0,0.0303796,0,13.5347,2.45344,234.701,0,0.39163,5.57185,0.774086,0,0,1.83654,0,22.9689,6.28912,0.105239,16.4431,2.09845,6.53231,1.39408,0.101054,27.891,0.271393,1.65662,1.63187,158.239
DNAJC21,0,0,0,0.114282,0.0394214,0,130.476,9.91433,0,0,37.1575,0,0.841313,0,135.306,1.57822,0.345699,8.40703,3.80746,0.722814,0.138834,0.212962,9.76368,0.364961,0.914543,2.5417,96.8452
DNAJC22,3.76676,18.1496,69.4328,0.419169,0.0629169,2.34966,0.0663622,1.24961,6.89033,1.42191,0,0,0.742144,0,0.285852,0,1.19215,16.4812,6.89975,6.8372,0.206114,0.59106,9.97152,0.266307,1.69426,3.2878,0.824204
DNAJC24,0.0449897,0,0.0365303,0.613305,0,0.124202,0,0.442701,0.582335,0,0,0,0.695247,0,668.413,0.118955,0,1.9034,8.7795,12.8322,0,0.14742,4.57216,2.7287,0.491082,0.536726,195.85
DNAJC25,0,0.0368423,0,6.20004,0,0.101932,35.5035,0.130754,5.00403,0,0.0669472,0,0.415476,0,40.3066,0,0,0,0,0,0,0,0,0,0.102758,0.15985,17.1779
DNAJC25-GNG10,0,0.0321303,0.000122528,2.15772,0,0.0829584,1.78489,1.81e-05,4.98463,0,0.0382258,0,0.104447,0,0,0,0,0,0,0,0,0,0,0,0.0719682,0,8.95549
DNAJC27,0,0,0,0,0,0,0,0,0,0,0,1.90934,0.12466,0,0,0,0,0,0,29.7724,0,0.412621,0.632238,0,0,0,0
DNAJC27-AS1,0,0,0,1.43444,0.0231145,44.5901,0.0265072,0.136765,0.54367,0,0,0,1.36962,0,0,0,0.682967,2.78862,7.771,18.0765,0.375413,0.778453,8.42294,0.475907,0.167331,0,0.587903
DNAJC28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.456,0,0,0,0,0,0,0,0,0,0,0,0.272489
DNAJC3,0.0585339,54.6773,31.0801,55.2237,2.66034,34.3742,13.2783,32.6915,16.7986,0.150899,5.16016,0,0.205703,0,6.27743,48.2153,2.62768,5.2858,0.4397,0.196397,0.121197,0.0930703,0.292895,0,0.238373,0.410258,36.5611
DNAJC30,0,30.7354,0,0,0,0,0,0,0,0,0,0,0.358012,0,40.6372,0,0,0,0,0,0,0,0,0,0,0,13.4025
DNAJC4,0,0,0,0,0,0,28.7448,3.95047,7.36529,0,0,0,0,0,0,15.4072,0,0,0,0,0,0,0,0,0,0,56.1659
DNAJC5,1.72234,8.74306,0,7.74066,21.231,114.659,4.14873,11.2336,3.4171,0,0,0,0.238282,0,0,0,0,0.0756119,0,0,0,0,0,0,0,0,22.2623
DNAJC5B,0.242424,0,0.30979,0,0.0759693,0.161813,0,0.342777,0.0522743,0,0,0,0.822606,0,0.23756,0,0.139877,46.3357,3.25196,0.853254,1.19047,1.34491,15.2043,5.6884,0.948214,0,0.591205
DNAJC5G,0,0,0,0.194348,0,0,2.25446,2.99582,0,0,0,0,0.763927,0,0,0,0,0.964536,0,0,0,0,1.13478,0,0,0,0
DNAJC6,0,0,0,0,0,0,0,0,3.34798,0,0,0,0.104213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831477
DNAJC7,1.39702,0,242.363,122.074,125.882,176.354,41.0865,3.33776,73.7665,1.38673,1.77292,1.19863,5.11749,0,1364.23,0.170973,19.7661,30.5193,125.122,22.1736,33.7864,52.8201,29.9051,3.1081,40.9603,2.7801,243.458
DNAJC8,0,0,0,2.91732,321.214,0.599603,35.3561,65.8011,81.3218,0,308.142,0.672655,0.457129,0,276.295,361.264,0,0,0,1.68926,0,0,0,0,0.270723,0,413.469
DNAJC9,0.0319626,87.0727,49.3608,9.67265,0,0.920378,0,22.8812,12.5948,0.16131,0,0,0.0956544,0,48.7431,0.891905,0,0,0,0,0,0,0,0.107877,0,0,36.1281
DNAJC9-AS1,127.979,26.8875,0.293638,2.305,0,0,120.553,57.6352,35.1192,0,0,0,0.553719,0,0,0,0,10.104,7.84528,15.0387,0,0.205926,8.98118,0,16.2966,0.25518,72.5286
DNAL1,0.0780907,0.30976,0.0795923,6.1352,0.0836233,4.54146,0,0.854604,0.698002,0.557526,0,0,2.19889,0,0,0,2.97784,23.7988,22.2853,8.88482,0.481777,1.54873,18.6061,0.108062,33.9082,0.282568,9.66324
DNAL4,210.922,0,0.186797,0,0,1.43931,0,0,0,0,100.908,0,0.658559,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4372
DNALI1,0,0,0.213894,71.1722,0,0.060668,0,0.683462,0,0,0,0,1.55609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNASE1,1.55829,0.914412,0,14.2141,0.0540789,1354.96,0.112488,0.863414,0.671766,0.117946,0,0.115147,1.28177,0,0,0.106167,0.0887264,7.84969,19.6945,4.2427,0.915082,3.08273,23.0922,0.0989156,1.46812,0.307738,5.84016
DNASE1L1,0,0,0,66.3483,0,0.324541,0,45.2073,15.6388,0,1.73356,0,0.637018,0.517861,78.2168,0,2.18835,2.147,47.1109,3.97217,0.853602,20.2033,6.48828,0.778541,0,0.819491,7.6016
DNASE1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNASE1L3,0,0,0,4.63572,0,0.486045,0,8.35869,73.8739,0.38797,0.476279,2.49722,0.214573,0.489291,8955.17,5187.65,0.744752,0.862664,3.86548,1.45005,1.77705,1.53692,3.87292,1.42425,5.42765,2.24763,1.86554
DNASE2,188.746,0.308099,0.183169,2.48725,187.467,0,0.491463,3.48033,125.972,0.31488,7.45778,0,0.177462,0.383517,58.44,1.81634,0.230481,0,8.79425,0,0.538252,4.9996,5.2708,0,0.359036,0,1.74917
DNASE2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DND1,1.45909,0,0,20.0772,0,0.185279,0,0,0,0,0,0,0.193253,0,33.4772,0,0,0,0,0,0,0,0,0,0,0,10.3555
DNER,0,0,0,0,0,0,0,0,0,0,0,0,0.399829,0,0,0,0,0,24.181,0,0,0,0,0,0,0,3.97838
DNHD1,0,0,0,0.249926,0,0,0,110.234,0.112481,0.213211,0,0,1.31317,0,0,0,0.810365,0.94863,6.94177,0.680369,0.210283,0,0.429094,0,0,2.15473,5.24398
DNLZ,0,0,0,0,0,0,0,1.25652,0,0,0,0,0.110916,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8365
DNM1,0.0333557,0.0712241,0.18695,0.231145,39.7052,1.10446,0,0.721788,0.182787,0,0.301494,0,2.09335,0,0,0,0,2.10159,0.898515,0.230449,0,0,2.36764,0,0,1.07149,0.339546
DNM1L,0,0.976202,23.3664,14.3122,192.131,0.29853,11.818,0.662026,64.3739,0,0,13.0236,1.75587,0.0369864,0.0925961,0,0.0683724,794.32,0.446699,0.367521,0.0866511,0.326869,15.1679,3.16712,1.46691,0.0765887,176.61
DNM1P35,0,0,0,1.963165,0,0,0,0.073878,0.0633205,0.086103,0,0,0.183033,0,0,0,6.083,1.37801,0.4150175,1.292195,0,0,1.446045,0,11.72125,0,0
DNM1P46,0,0,0,0,0,0,0,0.150844,0.0849142,0,0,0,0.330089,0.110872,0,0,0.100772,0.198857,0.285232,0,0.224497,0,1.51782,0,0.410535,0,0.138045
DNM2,133.062,43.4215,24.4987,8.22215,24.451,51.2892,1.89834,7.95817,4.08997,1.52624,0,279.581,5.56424,0,0.866683,2.44039,18.9801,103.03,76.9171,70.5876,141.582,5.31433,55.1494,0,50.0243,162.721,20.1209
DNM3,0,0,0,0,0,0,0,0,0,0,28.4656,0,1.45816,0,0,0,0,0,0,0,0,0,0,0,0.270182,0,0
DNM3OS,131.081,0,0,0,0,0,0.328485,0,0,0,0,0,1.13197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMBP,0,0.119485,54.5705,3.14822,0,0.165914,52.4722,13.4319,0.272703,0,0,0,0.204901,0,0,0,0,0,0.0821748,0,0.0723249,0,0,0,0.074225,0.121622,5.12482
DNMBP-AS1,0,0,12.175,0.0389064,0,0.253626,7.64547,0.881288,0.342649,0,0,1.41418,0.168827,0,0,0,0,14.2653,2.01213,1.97061,0.235112,0,4.3287,0,1.57577,0,0.233187
DNMT1,397.4,179.391,24.2792,30.6842,61.6933,533.768,0.350856,48.0879,0.707784,0,2.47117,0,2.42984,69.2434,11.8553,0,0,0,5.47022,9.95332,1.23228,11.8406,1.83869,19.1108,0.971392,0,865.425
DNMT3A,4.37396,0.0305109,18.6381,8.66977,9.73061,0,0,0,0,0,0,0,0.37545,0,0.126644,0,0,0,0,0,0,0,0,0,0,0,13.6844
DNMT3B,0,0,1.06232,0.749865,0,0,0,0,0,0,0,0,0.183297,0,0.129537,0,0,0,0,0,0,0,0,0,0,0,3.55033
DNMT3L,0,0,0,0,0,0,0,0,0,0,0,0,0.183782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPEP,13.7345,226.747,0,7.45801,0,1.09452,3.03786,3.2097,141.958,0,0,0,2.74892,0,0.250836,20.6403,0,0.271245,5.64025,0,0,0,21.9057,0,0,0.202087,207.335
DNPH1,228.678,114.636,739.594,181.158,510.303,1062.59,0,0.521777,26.8104,0,0,0,0,0,0,33.1589,0,0,0,0,0,0,0,0,0,0,140.801
DNTT,0,0,0,0.293504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNTTIP1,1.33617,469.111,333.727,0,162.752,292.044,0,52.3539,0.0988401,0,0,0,0,0,0,566.465,0,0,0,0,0,0,0,0,0,0,116.198
DNTTIP2,0,0.124416,68.7242,65.5623,71.5059,298.426,0.0518927,70.907,77.8502,0.275992,0.037058,0.0354803,5.95685,0,217.64,73.3576,3.45257,7.53572,26.0391,417.364,0.0791294,3.37487,18.4508,0.104861,23.572,5.84837,416.736
DOC2A,0,0.131908,1.59311,0.0699609,2.3879,0.678179,0.0364148,0.553082,46.7845,0,0,0,1.22494,0,0,55.2051,10.8595,0.0987301,9.66644,0.25904,2.32635,0.169331,2.97805,4.18123,0.193808,0,9.01342
DOC2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOC2GP,0,0,0,0,0,0,0,0,0,0,0,0,0.472379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK1,27.6069,0,0.0105347,7.0126,0,0.0441808,0.0163066,0.736534,0,0.0645822,0,0.0532571,4.48306,0.104044,0.600402,13.8086,0.0449181,0,0.0653244,0.271656,0,80.8152,0.0671742,0.0501011,0.294143,0.0528413,0.654364
DOCK10,0.0112474,0.593689,0.0274562,0,0,0,0,0.135563,0.130721,0,0,0,1.86041,0,0,0,0.0810235,0.13623,0.12742,0,0,0.0799344,0.278075,0,0.0729743,0,2.35753
DOCK11,0.0118384,22.3674,0,18.4414,0,0.0173387,0,0.0130675,7.67263,0,0,0,0.178416,0,0,0,0,0,0,0,0,0,0.181807,0,0,0,3.68528
DOCK2,0,0,0,0.027797,0,39.0339,0.212049,2.98512,37.6923,0,0,0,2.46982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK3,0,0,0,0,0,0,0,0,0,0,0,0,0.0312954,0,0,0,0,0,0.0453152,0,0,0,0,0.0444696,0,0,0
DOCK4,0,0,0,0,0,0,0,0,0,0,0.330013,5.16324,0.592004,0,1.70873,0,0,0,5.78736,0,0,8.46059,0.611867,0,0,0,2.99959
DOCK5,2.24726,1.18306,6.95396,3.99854,0.188195,1.15401,0.0111609,1.23325,7.30938,0.261671,0.304252,0,7.02091,0.229343,7.49808,0.228348,16.6306,17.4306,6.99047,13.1434,1.31988,9.79891,14.2961,2.49493,31.5774,0.78077,24.6741
DOCK6,0.522426,0.111821,0.201361,0.733921,0.0889691,0.724951,328.223,0.559661,1.72396,0,1.28702,0,1.57227,0,85.0751,0.22349,0.995915,1.89132,15.48,15.7338,1.40135,7.99709,2.00394,0,0.249754,13.7952,23.0354
DOCK7,0,0,28.9618,14.076,0,0,0,1.07217,0.269111,0,0,0,1.79902,0,6.18899,0.10782,1.43416,22.2715,12.917,45.1923,0.41689,13.9504,25.6154,0.138076,4.034,0,7.96497
DOCK8,0,0,11.1519,0.330427,0.300079,0.256089,0.2144,0.934834,20.1372,0,0,0,1.49199,0.104847,0,0,2.99328,4.97832,46.4671,0.331784,4.56839,0.122193,6.13757,0,5.29893,4.08428,0.482013
DOCK9,0,0,3.76635,0.246954,0,0,0.274923,91.2878,0.354667,0.156262,24.2992,638.351,1.09882,0.136478,77.2272,94.6935,0.214967,0.167068,12.3366,0.162507,0.129813,755.349,0.167836,0.99156,58.6232,0.253325,41.3871
DOCK9-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK9-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOHH,0.221451,0,63.4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK1,0,0.188926,133.992,0,0,0.781888,0,0,0,0,0,0,0.891479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK2,0.0782546,30.4922,111.429,0.0601818,0,240.963,0,0,0.0617545,0,0,0,0.199912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK3,0.080462,54.2074,0,0,0,0,0,0.11479,6.62908,0,0,0,0.80333,0,60.4195,142.79,0,0.169221,0,0,0,0,0,0,0,0,0
DOK4,1.19568,0,0,0.08697,0,0,52.2165,0.127606,2.89055,0,0,0,0.113854,0,2.22813,2.12114,0,0,0,0,0,0,0,0,0,0,0.563869
DOK5,0,0,0,0.605051,0,0,0,0,0,0,0,0,0.220954,0,7.38384,1.50082,0,0,0,0,0,0,0,0,0,0,0
DOK6,0,0,0,0,0,0,0,0.010043,0,0,0,0,0.243657,0,0,0.0223302,0,0,0.0566769,0,0.0407485,0,0,0,0.0228693,0,0
DOK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70078
DOLK,0,0,0,0,0,0,0,5.65859,19.2046,0,6.1647,0,0.117857,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21826
DOLPP1,0,0.0644096,0,6.94013,0,0.773058,144.375,16.2946,0.107935,0,0,0,0.14331,0,4.45199,5.29377,0,0,0,0,0,0,1.50586,0,0,0,15.2313
DONSON,0,0.040389,0,2.05745,0,0.0557325,0.0555607,0.0446,0.0281201,0,0,0,1.43423,0.0710752,0.132066,0,0,0.243199,0,0,0.173503,0,8.36099,0.133858,0.473949,0,81.6733
DOPEY1,0.0107019,0,0,0.169863,0,0,0,0.0166682,0.0219143,0,0,0,0.275316,0,0,0,1.5596,0,0,0,0,0,0,0,0,0.195993,0
DOPEY2,2.65758,0,48.4811,1.47618,0.15216,1.61556,0.170502,0.966,8.64614,0.231514,0,0,0.33183,0.0626196,7.10671,0,1.53293,10.7655,15.5254,9.92761,12.5776,2.31702,22.3979,0.360465,0.906536,0,4.05324
DOT1L,0,0,0,0.0525036,0,0.335106,0,0.411253,0.506915,1.39529,0,0,1.24475,0,0.203534,0,1.21202,3.21717,3.55405,1.06864,0,21.458,0.325044,0.175108,5.25439,2.70953,4.2856
DPAGT1,0.382757,124.591,51.8287,99.3738,0,811.083,0.561684,55.1799,71.3347,0,0,0,0.162325,0,108.285,0.288508,0,0.828087,0,0,0,0,0,0,0,0,344.775
DPCD,0,0,0.17768,0.529483,272.745,700.811,295.781,120.634,14.6653,0,0,0,0.665147,0,1160.8,2.92929,0,0,0,0,0,0,0,2.81947,0,2.9061,420.817
DPCR1,0,0,0,0,0,0,0,0,0,0,0,0,0.0841426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPEP1,0,0.498546,0,71.7098,453.129,953.543,1022.54,508.633,0.187929,0,0,0,0.324273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPEP2,0,0,0,0,0,0.141461,0,0.0749395,30.2372,0.708982,0.712546,0,1.1356,0.753374,0.374672,658.909,0,0,0,0,0,0,0,0,0,0,0
DPEP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPF1,0,0,0,0.115855,0,0.100628,0,0.274026,0.511698,0,0,0,0.537648,0,0,0,0,0,4.9728,0.861868,0.189928,0,2.38469,1.75358,0.291965,0.200397,0
DPF2,253.256,0.077655,26.8661,149.893,0.13661,21.5815,297.257,1.77896,63.2259,0.101769,24.9797,2.41229,0.61346,31.7309,30.7667,54.7504,4.03425,7.33039,11.2129,1.25654,6.08223,0.776233,7.29937,0.162444,13.6121,0.0801446,52.2458
DPF3,0,0,0,0,0,0,0,0,0,0,0,0,0.277015,0,0,0,0,0,0.367597,0,0,0,0,0.174645,0,0,0
DPH1,0.295411,0.217718,82.4764,0.765622,0.995712,0.649284,134.587,1.51711,1.20167,0,0,0.354806,1.81219,10.837,0.597365,0,0.387419,33.6872,7.79204,3.72736,0.608598,4.4043,3.17573,0,1.85038,0.479314,2.7278
DPH2,0,0.230234,0.202931,5.2753,0,9.29343,2.75244,2.42396,65.5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.358
DPH3,123.157,0,48.5177,32.882,0.358336,19.7199,37.1663,0.49695,0.0379878,0.782753,0,0,0.490847,0,0,35.684,0,0,0.161786,0,0,0,0,0,0,0,159.641
DPH3P1,0,0,0,0.413902,0,0.176797,0,0.701571,0.0796572,0,0,0,0.370521,0,0,0,0,270.109,2.01619,0.485339,0.478242,0,2.94269,0,4.11197,0,49.1705
DPH5,0,0,91.9912,71.1188,3.89487,0,109.8,0.287081,0.157476,0,42.5752,0,0.130039,0,156.386,0,0.185627,0.567808,0.254567,0,0,0,1.17553,0.546257,0,0,43.6502
DPM1,135.151,0,0,112.887,146.257,55.4935,188.291,95.1335,3.71799,0.722132,0,0,0.825726,0,0.513163,97.6099,0,1.01863,0,0,0,0,0,0,0,0,150.061
DPM2,167.987,0,151.501,7.22666,0,0.67769,153.379,67.3092,12.0349,0,0.912515,0,0,0,1.57859,0,0,1.47818,0.900371,0,0,0,0,0,0,0,695.932
DPM3,0.542515,145.339,0.438224,110.037,304.926,48.5218,144.321,2.67819,178.788,0,884.631,0,1.53595,4.75783,2828.47,0,0,0,0,0,0,3.12177,0,0,0,0,1138.8
DPP10,0,0,0,0,0,0,0,11.4667,0,0,0,0,2.42972,0,0,0,3.01802,0,11.5062,0,0,0,2.92054,0,1.4709,0,0.354795
DPP3,0,0,0,144.201,115.437,1.99326,1.7471,2.04086,65.2469,0,0,0,0,0,0.241479,0,0,0.989468,0,0,0,0,0,0,0,0,29.8561
DPP4,107.486,159.977,57.204,0.0832276,0.250483,0,0,1.00661,0,0,0,0,0.130597,0,0,0,0,0,271.021,0,0,0,0,0.882232,0,0,0
DPP6,0,0,0,0,0,0,0,0.0789304,0,1.53277,0,0,0.557639,0,0,0,0,0,16.2542,0,0.101788,0,1.90775,0,0,0,0
DPP7,0.964933,332.653,117.595,0.582245,359.061,160.165,478.464,1.68235,87.4585,0,0,311.433,2.67393,0,1914.81,35.6344,0,0,0,0,0,0,0,2.25817,0,0,68.8883
DPP8,208.746,0,0.00752644,3.73728,0,0.0451818,0,0.370668,50.9469,0,0,0,1.16633,0,16.3844,0,0.0338523,12.4648,0.171585,0,0.308395,0.0573277,1.52876,0,0.816429,0.0374452,62.5349
DPP9,0,0.519005,54.0953,0.379008,0.0349048,2.48745,0.33189,1.34302,0.650914,0,61.0088,0.592668,2.99146,8.39656,0.517471,0.18727,4.81035,2.22197,22.2451,4.90586,5.06207,0,10.322,0.490496,0.219897,0.288849,12.7479
DPPA2,0,0,0,0,0,0,0,0,0,0,0,0,0.478444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPPA2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPPA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPPA4,0.248354,0.0947928,0.136963,0.595321,0.379365,2.41297,0.483908,2.63642,1.8146,0.477438,0.0719186,6.23361,1.38632,0,0.363456,0,0.360593,30.0214,24.6845,9.69464,0.459872,12.3965,19.0437,4.59515,2.59529,1.57744,1.66388
DPPA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPRX,0,0,0,0,0,0,0,0,0,0,0,0,0.830969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPRXP4,0,0,0,0,0,0,0,0,0,0,0,0,1.1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
